State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,Rural_Households,Census_2001_IHHL
ANDHRA PRADESH,1,ADILABAD,7845.08,5210.61,1918.19,716.28,3334.50,1026.28,632.57,4993.35,4586.53,1046.61,632.98,6266.12,247475,148181,395656,0,4462,427,10,0,206905,52432,259337,0,5030,427,0,0,5592.07,4143.54,74.10,989.00,1427.90,100.00,30.00,35.90,100.00,0.00,0.00,0.00,32922,18303,155680,0,24.76,1,0,0,0,0,0,473949,44311
ANDHRA PRADESH,2,ANANTAPUR,6308.72,4059.29,1394.66,854.77,2213.51,1456.50,1331.82,5001.83,1766.54,1460.69,1327.89,4555.13,363314,181335,544649,0,3421,284,10,0,370124,42200,412324,0,4542,659,0,0,3838.47,3261.62,84.97,884.20,844.45,95.50,14.20,39.75,100.00,0.00,10.41,0.00,55925,18623,295576,0,20.14,0,0,0,0,0,0,698439,70929
ANDHRA PRADESH,3,CHITTOOR,7680.84,5036.09,1875.03,769.72,3909.82,1329.78,532.18,5771.78,3313.09,1157.33,532.18,5002.60,296465,236986,533451,0,8171,375,10,0,275446,196146,471592,0,8171,375,11,0,4829.60,2712.84,56.17,1800.86,1571.29,87.25,18.76,73.48,100.00,0.00,0.00,0.00,43234,8452,223760,0,18.76,0,0,0,0,0,0,727635,94962
ANDHRA PRADESH,4,CUDDAPAH,6440.21,3924.41,1662.14,853.66,2763.60,1332.28,1357.02,5452.90,3367.21,1348.99,796.67,5512.87,251653,251610,503263,0,6802,277,10,0,245344,125493,370837,0,5851,277,0,0,3835.40,4189.49,100.00,1659.96,819.04,49.34,14.76,3.60,24.39,0.00,0.00,0.00,37005,7397,200942,0,18.10,0,0,0,0,0,0,475919,77225
ANDHRA PRADESH,5,EAST GODAVARI,9690.38,6324.81,2329.86,1035.71,5302.66,1886.72,1081.32,8270.70,5472.06,1888.11,1082.23,8442.40,370255,191400,561655,50,7004,1164,10,0,375406,191400,566806,49,7167,1038,20,0,6674.52,5974.91,89.52,1475.66,1538.49,100.00,81.16,42.04,51.80,100.00,88.20,88.20,88909,34199,218910,0,32.79,44022,19140,0,0,0,0,1063044,231280
ANDHRA PRADESH,6,GUNTUR,12563.94,6298.09,3611.81,2654.04,3986.24,1783.72,698.21,6468.17,3381.81,1784.63,698.21,5864.66,370996,319053,690049,0,5346,215,10,0,275179,85950,361129,0,5116,215,37,0,9644.83,4267.48,44.25,1332.16,1064.33,79.90,13.19,9.93,75.28,0.00,0.00,0.00,37889,12916,223900,0,18.46,0,0,0,0,0,0,877109,199735
ANDHRA PRADESH,7,KARIMNAGAR,10849.48,7165.48,2612.85,1071.15,6202.87,2701.76,176.13,9080.76,8853.07,2698.41,176.13,11727.61,365267,219763,585030,0,5848,298,10,0,423962,63127,487089,0,6448,600,13,0,7893.18,9940.64,100.00,1169.60,964.32,82.45,14.90,32.20,100.00,0.00,0.00,0.00,76637,17458,329855,7992,22.19,1,0,1,0,0,0,746956,107825
ANDHRA PRADESH,8,KHAMMAM,5033.95,3296.76,1226.56,510.63,3279.69,732.81,510.65,4523.15,4417.74,732.08,294.02,5443.84,189225,4860,194085,0,6318,521,10,0,211914,4870,216784,0,6318,521,15,10,2990.37,3443.23,100.00,1263.60,1257.60,99.53,31.94,44.28,100.00,0.00,0.00,0.00,66652,36918,102728,0,48.87,0,0,0,0,0,0,578490,87256
ANDHRA PRADESH,9,KRISHNA,9115.68,5977.79,2174.82,963.07,3883.94,777.11,283.63,4944.68,3438.02,775.04,281.48,4494.54,351572,175991,527563,17,3374,62,10,0,326758,104197,430955,8,3374,171,40,0,6879.66,3286.33,47.77,821.20,429.94,52.36,3.10,0.87,28.06,34.00,20.00,58.82,70043,15704,235982,0,26.24,2000,600,0,0,0,0,754361,233301
ANDHRA PRADESH,10,KURNOOL,10196.49,6720.35,2491.52,984.62,4237.66,1719.21,573.54,6530.42,2714.74,1718.37,463.12,4896.23,383478,129956,513434,0,4669,2111,10,0,327498,174773,502271,13,4669,298,49,0,7470.95,2873.88,38.47,1131.50,966.90,85.45,162.80,11.57,7.11,0.00,0.00,0.00,44037,2110,151578,0,14.09,50,32,9,5,3,2,630786,86436
ANDHRA PRADESH,11,MAHBUBNAGAR,12463.21,8267.19,3086.64,1109.38,5863.24,1830.56,857.51,8551.30,3521.73,1321.36,857.51,5700.60,418559,66032,484591,3,5433,357,10,0,251870,263280,515150,9,5434,357,15,0,9734.32,3212.03,33.00,1196.86,1716.16,100.00,24.32,84.52,100.00,6.00,12.75,100.00,40369,20682,190819,0,24.24,0,0,0,0,0,0,750446,85960
ANDHRA PRADESH,12,MEDAK,9398.96,6237.97,2285.12,875.87,4003.90,2256.50,769.91,7030.31,5403.30,2189.15,706.10,8298.55,311743,96490,408233,50,5446,1873,10,0,338702,47977,386679,30,5895,1615,10,0,5932.07,5753.26,96.99,1507.70,1543.22,100.00,134.99,89.02,65.95,100.00,22.60,22.60,73698,19078,237801,0,27.39,200,0,0,0,0,0,511576,71449
ANDHRA PRADESH,13,NALGONDA,4057.62,2623.60,973.78,460.24,2247.46,1390.03,663.87,4301.36,3363.93,682.75,494.92,4541.60,215058,156761,371819,0,6628,44,10,0,250703,87693,338396,0,7128,955,10,10,1794.62,2369.42,100.00,1455.80,1326.95,91.15,2.20,247.38,100.00,0.00,38.25,0.00,35122,16201,173834,0,20.47,0,0,0,0,0,0,720569,107110
ANDHRA PRADESH,14,NELLORE,6774.39,4452.20,1705.65,616.54,3122.50,882.80,498.12,4503.42,2740.42,813.87,336.83,3891.12,226725,116678,343403,0,6415,1396,10,0,177515,19462,196977,0,6207,579,0,0,4406.08,2245.65,50.97,1467.06,1244.13,84.80,105.77,43.19,40.83,0.00,0.00,0.00,27780,13315,136420,0,23.15,0,0,0,0,0,0,567914,87984
ANDHRA PRADESH,15,NIZAMABAD,3563.44,2292.61,788.33,482.50,2015.41,1210.88,2155.82,5382.11,2622.22,1151.40,317.81,4091.43,225519,9474,234993,0,2477,32,10,0,245117,64759,309876,0,2477,32,36,0,2231.44,2798.35,100.00,495.40,725.24,100.00,1.60,0.00,0.00,0.00,0.00,0.00,35217,13758,196142,0,19.98,0,0,0,0,0,0,462799,63145
ANDHRA PRADESH,16,PRAKASAM,11629.20,7674.58,2891.99,1062.63,4617.50,1000.81,199.74,5818.05,4944.35,1000.67,198.88,6143.90,386617,193493,580110,0,7224,780,10,0,328548,143298,471846,0,7234,770,41,0,8947.35,4454.88,49.79,1540.80,1162.59,75.45,43.66,8.49,19.45,0.00,0.00,0.00,60686,20424,247438,0,24.69,0,0,0,0,0,0,692542,93185
ANDHRA PRADESH,17,RANGAREDDI,5820.64,3846.08,1396.59,577.97,2979.96,1594.80,142.82,4717.58,3743.01,1590.10,128.32,5461.43,212629,71610,284239,0,3726,467,10,0,182375,69147,251522,0,4460,471,10,0,3911.58,3719.90,95.10,783.00,898.18,100.00,26.77,56.90,100.00,0.00,0.00,0.00,31977,10585,139813,0,23.34,0,0,0,0,0,0,352247,47862
ANDHRA PRADESH,18,SRIKAKULAM,11000.93,7286.19,2778.43,936.31,3235.39,1183.51,113.87,4532.77,2548.76,1048.99,113.86,3711.60,302221,225272,527493,40,6398,266,10,0,141776,82270,224046,19,5943,292,38,3,8143.71,2512.11,30.85,1553.36,823.21,53.00,18.49,19.57,100.00,80.00,10.88,13.60,15318,10975,115483,0,18.55,0,0,0,0,0,0,580048,47635
ANDHRA PRADESH,19,VISAKHAPATNAM,7601.64,5006.22,1857.77,737.65,3547.35,3980.80,432.83,7960.98,2081.35,3110.79,399.24,5591.37,252875,156460,409335,20,5074,0,10,0,189961,75765,265726,20,6664,703,0,0,5244.76,3854.82,73.50,1014.80,1212.05,100.00,30.25,27.03,89.36,40.00,43.52,100.00,17348,22273,150340,0,20.86,0,0,0,0,0,0,583474,68708
ANDHRA PRADESH,20,VIZIANAGARAM,5074.86,3369.99,1205.77,499.10,2012.02,855.89,315.26,3183.17,1955.84,847.01,257.64,3060.48,220051,245678,465729,10,2999,1668,10,0,168729,159984,328713,8,3368,360,12,0,3307.45,1703.76,51.51,599.80,810.54,100.00,129.33,8.15,6.30,20.00,13.91,69.55,24362,10388,130253,0,20.60,0,0,0,0,0,0,475145,34909
ANDHRA PRADESH,21,WARANGAL,6027.11,3819.19,1309.33,898.59,2488.92,1044.29,184.76,3717.97,2365.61,647.46,184.76,3197.83,330260,138180,468440,0,4122,2157,10,0,359732,345450,705182,0,4122,549,0,0,3929.91,1825.10,46.44,870.60,897.77,100.00,168.49,30.16,17.90,0.00,0.00,0.00,30645,15980,113831,0,12.96,0,0,0,0,0,0,652254,89391
ANDHRA PRADESH,22,WEST GODAVARI,9050.90,5877.01,2264.52,909.37,4280.96,5850.00,1148.58,11279.54,4280.79,5610.69,1123.37,11014.84,344272,294425,638697,385,4551,216,10,0,327608,294425,622033,837,4765,536,97,0,5595.99,8472.17,100.00,1209.60,1407.56,100.00,19.26,22.82,100.00,281.05,498.54,100.00,108208,14026,185766,0,37.31,100,20,0,0,0,0,870607,233584
ARUNACHAL PRADESH,1,ANJAW,177.73,124.04,40.39,13.30,93.46,68.92,0.00,162.38,89.00,29.24,0.00,118.24,3232,0,3232,8,44,46,1,0,1490,0,1490,2,48,48,0,0,117.93,80.48,68.24,8.80,13.60,100.00,2.60,1.95,75.00,16.00,4.00,25.00,0,1490,0,0,100.00,0,0,0,0,0,0,4060,8180
ARUNACHAL PRADESH,2,CHANGLANG,842.74,590.62,191.87,60.25,446.15,130.65,38.47,615.27,518.29,93.79,38.47,650.55,15716,2799,18515,25,384,250,0,0,8227,2670,10897,25,384,250,1,0,548.48,402.55,73.39,76.80,76.80,100,17.96,25.34,100.00,50.00,48.00,96.00,0,8113,114,0,98.61,0,2670,0,0,0,0,24444,9050
ARUNACHAL PRADESH,3,DIBANG VALLEY,90.02,63.88,21.47,4.67,58.87,30.78,4.16,93.81,55.69,15.96,3.58,75.24,1085,0,1085,0,102,27,0,0,1088,0,1088,0,40,27,1,0,34.86,35.29,100.00,32.98,10.80,32.75,2.22,2.70,100.00,0.00,0.00,0.00,0,1088,0,0,100.00,0,0,0,0,0,0,1297,4181
ARUNACHAL PRADESH,4,EAST KAMENG,440.35,306.80,102.83,30.72,276.78,114.54,8.84,400.16,264.54,94.15,8.84,367.53,7016,1280,8296,25,288,216,0,0,5576,1280,6856,2,288,216,0,0,221.03,189.14,85.57,57.60,90.30,100.00,18.00,12.32,68.44,50.00,3.20,6.40,0,5576,0,0,100.00,0,0,0,0,0,0,11078,2449
ARUNACHAL PRADESH,5,EAST SIANG,457.78,311.35,113.17,33.26,267.43,136.69,0.00,404.12,242.44,88.08,0.01,330.52,8222,4723,12945,25,244,42,6,0,4719,2020,6739,9,244,50,0,0,294.88,214.89,72.87,48.80,48.29,98.95,2.10,1.93,91.90,50.00,12.99,25.98,0,4719,0,0,100.00,0,1982,0,0,0,0,12904,1986
ARUNACHAL PRADESH,6,KURUNG KUMEY,1306.32,919.89,303.61,82.82,680.65,155.72,0.00,836.37,635.95,64.64,0.00,700.59,22036,0,22036,30,684,164,0,0,12871,0,12871,6,684,164,0,0,819.12,352.03,42.98,196.56,151.80,77.23,8.20,8.20,100,60.00,10.80,18.00,0,783,0,0,6.08,0,0,0,0,0,0,15417,2698
ARUNACHAL PRADESH,7,LOHIT,354.99,243.65,82.74,28.60,248.44,125.99,30.60,405.03,249.37,73.33,26.05,348.75,8800,0,8800,26,240,182,0,0,8800,1129,9929,26,240,182,1,0,145.53,141.42,97.18,48.00,48.70,100.00,9.90,9.42,95.15,52.00,45.89,88.25,0,8800,0,0,100.00,0,0,0,0,0,0,22412,8180
ARUNACHAL PRADESH,8,LOWER DIBANG VALLEY,112.32,78.68,26.40,7.24,89.37,49.95,5.89,145.21,72.05,24.95,5.25,102.25,2366,1200,3566,0,134,82,0,0,1629,1200,2829,0,134,82,0,0,50.92,46.52,91.36,28.66,27.65,96.48,4.50,4.86,100.00,0.00,0.00,0.00,0,1605,0,0,98.53,0,0,0,0,0,0,8626,0
ARUNACHAL PRADESH,9,LOWER SUBANSIRI,362.98,250.78,83.68,28.52,226.68,125.05,27.68,379.40,260.90,108.77,27.68,397.35,5766,1164,6930,26,232,119,3,0,5451,1164,6615,26,232,119,3,0,189.29,247.29,100.00,46.40,46.40,100,5.96,5.26,88.26,52.00,51.90,99.81,0,5451,0,0,100.00,0,0,0,0,0,0,12066,8616
ARUNACHAL PRADESH,10,PAPUM PARE,150.10,102.86,37.79,9.45,133.93,100.68,0.00,234.61,123.66,54.16,0.00,177.82,1268,3778,5046,17,140,113,8,0,1248,3778,5026,3,140,113,0,0,44.04,30.14,68.44,28.00,58.92,100.00,5.66,15.80,100.00,34.00,3.60,10.59,0,267,0,0,21.39,0,3778,0,0,0,0,13537,6114
ARUNACHAL PRADESH,11,TAWANG,321.84,224.27,72.34,25.23,194.63,84.01,12.45,291.09,191.09,45.64,11.27,248.00,5478,1210,6688,21,156,91,4,0,4191,1210,5401,13,156,75,1,0,178.79,143.40,80.21,31.20,31.00,99.36,5.36,4.75,88.62,42.00,28.00,66.67,0,4191,0,0,100.00,0,1210,0,0,0,0,7891,5557
ARUNACHAL PRADESH,12,TIRAP,403.07,280.89,95.66,26.52,263.67,104.78,17.42,385.87,269.15,92.99,17.42,379.56,5780,470,6250,25,304,150,6,0,10067,470,10537,25,334,201,0,0,196.44,240.74,100.00,60.80,65.40,100.00,7.50,9.96,100.00,50.00,31.66,63.32,0,10067,0,0,100.00,0,0,0,0,0,0,15458,6355
ARUNACHAL PRADESH,13,UPPER SIANG,200.81,139.74,47.07,14.00,127.64,63.54,15.07,206.25,128.50,52.51,15.01,196.01,2634,964,3598,15,154,50,4,0,2576,964,3540,15,154,50,0,0,94.52,114.17,100.00,30.80,30.90,100.00,2.50,1.16,46.40,30.00,28.00,93.33,0,2576,0,0,100.00,0,964,0,0,0,0,5652,1899
ARUNACHAL PRADESH,14,UPPER SUBANSIRI,467.27,323.21,108.07,35.99,298.30,128.41,20.40,447.11,296.25,99.94,20.40,416.59,9045,461,9506,25,154,221,3,0,7181,461,7642,5,156,221,0,0,268.99,297.25,100.00,30.80,32.14,100.00,21.32,21.37,100.00,50.00,10.00,20.0,0,7181,0,0,100.00,0,0,0,0,0,0,12952,4116
ARUNACHAL PRADESH,15,WEST KAMENG,387.30,269.67,91.67,25.96,251.78,130.78,12.14,394.70,249.18,48.82,12.14,310.14,5644,252,5896,25,306,111,4,0,5644,252,5896,22,306,111,0,0,185.94,153.07,82.32,61.20,61.20,100,5.56,5.55,99.82,50.00,31.20,62.40,0,5644,0,0,100.00,0,0,0,0,0,0,12542,5055
ARUNACHAL PRADESH,16,WEST SIANG,625.32,432.02,144.22,49.08,326.09,147.21,15.55,488.85,330.23,102.78,15.55,448.56,11472,0,11472,25,378,2,0,0,7221,122,7343,9,378,25,0,0,373.63,253.35,67.81,75.60,106.29,100.00,0.10,4.74,100.00,50.00,11.24,22.48,0,7221,0,0,100.00,0,122,0,0,0,0,15387,9985
ASSAM,1,BAGSHA,3930.13,2769.19,865.85,295.09,3031.10,555.25,208.90,3795.25,2607.37,555.25,208.90,3371.52,85697,63785,149482,15,1789,69,3,0,73550,21830,95380,15,1789,69,3,0,2954.87,2692.84,91.13,376.30,478.60,100.00,3.46,4.83,100.00,30.00,23.20,77.33,13690,31070,28660,130,60.86,0,10,20,20,0,0,188191,0
ASSAM,2,BARPETA,6162.60,4361.74,1348.62,452.24,3876.98,708.61,259.82,4845.41,3643.33,661.11,259.82,4564.26,150747,93069,243816,0,1806,175,10,0,103845,33545,137390,0,2038,175,0,0,5293.17,3778.57,71.39,361.20,384.71,100.00,8.76,14.07,100.00,0.00,0.00,0.00,3899,1488,98458,0,5.19,0,0,0,0,0,0,306688,190588
ASSAM,3,BONGAIGAON,2773.12,1950.68,635.65,186.79,1097.58,314.11,15.44,1427.13,121.11,294.51,15.44,431.06,51929,39654,91583,15,1222,59,3,0,5286,8881,14167,0,1252,59,0,0,2040.49,139.58,6.84,302.12,244.19,80.83,2.96,4.13,100.00,30.00,0.00,0.00,42,27,5176,0,1.31,6,17,0,0,0,0,124874,65431
ASSAM,4,CACHAR,4741.34,3346.64,1045.87,348.83,3015.78,578.47,320.24,3914.49,2455.16,578.47,287.43,3321.06,119931,46293,166224,0,1839,1697,0,0,108014,46293,154307,1,1873,985,2,92,3760.31,2744.09,72.98,367.57,351.80,95.71,126.76,58.34,46.02,0.00,0.37,0.00,12332,1880,93802,0,13.16,0,0,0,0,0,0,299194,182908
ASSAM,5,CHIRANG,1522.06,1074.34,340.85,106.87,959.00,240.50,81.81,1281.31,934.78,236.07,51.60,1222.45,29956,20899,50855,10,778,38,2,0,25511,4252,29763,3,778,38,2,0,1082.56,717.00,66.23,155.60,186.89,100.00,1.90,2.56,100.00,20.00,4.80,24.00,2440,11880,11191,0,56.13,256,744,0,0,0,0,89657,0
ASSAM,6,DARRANG,3824.75,2681.62,848.25,294.88,2030.24,467.19,158.64,2656.07,1772.16,394.46,158.64,2325.27,86628,25633,112261,25,673,539,5,0,54421,6473,60894,0,673,243,0,0,3208.36,2017.86,62.89,131.60,127.90,97.19,41.76,17.01,40.73,50.00,0.00,0.00,0,0,54421,0,0.00,0,0,0,0,0,0,175393,120945
ASSAM,7,DHEMAJI,3228.33,2284.89,697.63,245.81,2058.67,353.63,158.36,2570.66,1926.61,353.63,158.36,2438.60,80854,18546,99400,10,871,230,5,0,59312,16235,75547,10,887,230,5,4,2757.39,2016.49,73.13,174.20,280.17,100.00,11.50,30.99,100.00,12.50,11.50,92.00,6619,27291,24604,0,57.17,0,0,0,0,0,0,119112,31371
ASSAM,8,DHUBRI,8964.87,6264.78,1985.57,714.52,4589.66,997.40,417.34,6004.40,3888.57,971.77,405.21,5265.54,205324,42052,247376,50,1016,1902,2,0,135018,8848,143866,0,1181,576,4,9,7353.36,4698.16,63.89,203.20,222.11,100.00,164.16,49.42,30.10,100.00,0.00,0.00,2118,1,132899,0,1.57,0,0,0,0,0,0,370734,119216
ASSAM,9,DIBRUGARH,3021.96,2136.12,653.02,232.82,1988.97,421.82,16.06,2426.85,1844.47,350.52,11.73,2206.72,77606,45384,122990,0,969,900,4,0,70565,39660,110225,0,972,559,4,0,2515.93,1865.02,74.13,200.64,175.39,87.42,63.76,29.19,45.78,0.00,0.00,0.00,1393,557,33478,0,2.76,0,0,0,0,0,0,218256,133108
ASSAM,10,GOALPARA,2837.73,2002.27,645.89,189.57,1864.88,423.97,164.97,2453.82,1657.74,381.63,164.00,2203.37,65070,21747,86817,0,1840,951,3,0,64884,11252,76136,1,1840,804,3,4,1936.37,1736.98,89.70,521.92,353.75,67.78,54.92,55.22,100.00,0.00,0.88,0.00,3115,9253,52516,0,19.06,0,0,0,0,0,0,168874,82698
ASSAM,11,GOLAGHAT,3133.34,2179.53,676.25,277.56,2026.68,472.23,97.08,2595.99,2017.95,400.98,96.56,2515.49,79743,27031,106774,0,1248,119,6,0,79772,22823,102595,0,1249,122,6,0,2449.84,2109.20,86.10,249.60,240.27,96.26,5.96,8.21,100.00,0.00,0.00,0.00,4879,7984,66909,0,16.12,0,0,0,0,0,0,202469,101692
ASSAM,12,HAILAKANDI,1737.93,1215.24,379.49,143.20,1136.71,379.70,130.43,1646.84,1125.50,251.99,130.33,1507.82,49837,12445,62282,0,1140,35,4,0,49837,10720,60557,0,1140,35,4,0,1296.94,1162.71,89.65,228.00,233.22,100.00,1.76,2.33,100.00,0.00,0.00,0.00,5360,826,43651,0,12.41,0,0,0,0,0,0,133055,71986
ASSAM,13,JORHAT,3071.84,2172.70,709.72,189.42,2246.65,423.98,132.08,2802.71,1773.30,379.81,128.06,2281.16,65070,21747,86817,0,1840,951,6,0,58094,21747,79841,0,1852,701,3,1,2244.67,1798.56,80.13,442.51,326.39,73.76,69.32,47.47,68.48,0.00,0.00,0.00,6806,13057,38231,0,34.19,0,0,0,0,0,0,181811,93180
ASSAM,14,KAMRUP,3018.34,2129.06,644.75,244.53,2199.91,366.25,237.69,2803.86,2027.90,366.22,196.59,2590.70,85785,52723,138508,0,521,1531,0,0,84725,21386,106111,0,521,975,0,0,2436.20,2315.38,95.04,102.50,82.60,80.59,114.12,57.25,50.17,0.00,0.00,0.00,0,0,35480,0,0.00,0,0,0,0,0,0,274590,155852
ASSAM,15,KARBI ANGLONG,3832.82,2713.59,935.24,183.99,1628.37,67.77,42.18,1738.32,1527.86,66.27,15.22,1609.35,60953,19293,80246,0,3304,1406,4,0,25908,407,26315,0,2645,293,0,0,2372.36,914.43,38.55,998.98,614.81,61.54,137.56,28.36,20.62,0.00,0.00,0.00,0,25908,0,0,100.00,0,0,0,0,0,0,152873,53477
ASSAM,16,KARIMGANJ,2672.51,1865.25,586.72,220.54,1730.37,343.30,244.49,2318.16,1594.18,343.30,244.49,2181.96,78992,15409,94401,14,1051,912,3,0,77862,15409,93271,0,1054,623,1,0,2148.75,1847.35,85.97,209.76,238.36,100.00,60.36,43.84,72.63,17.50,0.00,0.00,21290,3785,52787,0,32.20,0,0,0,0,0,0,223720,141643
ASSAM,17,KOKRAJHAR,2979.14,2075.89,638.56,264.69,2114.97,465.30,117.58,2697.85,1951.20,460.49,79.37,2491.07,84830,35087,119917,0,1157,146,3,0,79112,20743,99855,0,1226,146,2,1,2245.27,2059.67,91.73,225.86,243.92,100.00,7.31,7.14,97.67,0.00,0.00,0.00,8052,43792,27254,14,65.53,0,0,0,0,0,0,168278,32373
ASSAM,18,LAKHIMPUR,3024.58,2138.81,646.27,239.50,2007.79,393.74,101.48,2503.00,1919.03,377.93,101.48,2398.44,73224,22938,96162,0,1432,276,4,0,62682,3975,66657,0,1432,276,7,3,2293.57,2008.21,87.56,286.40,286.70,100.00,13.80,19.48,100.00,0.00,0.00,0.00,364,1371,60947,0,2.77,0,0,0,0,0,0,181790,77547
ASSAM,19,MARIGAON,1802.88,1249.95,375.72,177.21,1214.90,302.59,157.65,1675.14,1169.29,295.09,155.24,1619.61,60770,105564,166334,0,326,797,3,0,60770,105564,166334,0,505,596,2,0,1618.55,1403.95,86.74,57.06,79.10,100.00,49.92,24.99,50.06,0.00,0.00,0.00,7330,12890,38829,0,33.27,0,0,0,0,0,0,169007,66198
ASSAM,20,NAGAON,7161.99,5052.42,1594.40,515.17,5138.61,999.25,481.70,6619.56,4359.30,847.52,413.40,5620.22,168391,60850,229241,0,2468,621,10,0,160180,12336,172516,0,2468,621,0,0,6005.87,4968.92,82.73,622.54,435.93,70.02,42.06,43.47,100.00,0.00,0.00,0.00,7583,5791,144916,5,8.35,0,0,0,0,0,0,480208,265792
ASSAM,21,NALBARI,3139.74,2195.41,676.86,267.47,1858.97,385.05,78.35,2322.37,1415.02,376.82,78.35,1870.19,88093,127387,215480,0,282,710,5,0,64876,20159,85035,0,282,623,0,0,2634.40,1718.00,65.21,56.40,59.30,100.00,42.76,41.40,96.82,0.00,0.00,0.00,184,0,31649,0,0.28,0,0,0,0,0,0,137639,102544
ASSAM,22,NORTH CACHAR HILLS,1293.00,913.76,305.08,74.16,518.17,0.00,16.19,534.36,200.27,0.00,16.19,216.46,21328,1102,22430,0,810,194,5,0,6487,615,7102,0,352,16,0,0,779.29,80.97,10.39,305.56,123.97,40.57,18.60,0.00,0.00,0.00,0.00,0.00,0,6487,0,0,100.00,0,615,0,0,0,0,29499,11354
ASSAM,23,SIBSAGAR,3209.83,2259.72,729.12,220.99,2294.00,449.78,163.41,2907.19,2119.97,449.78,162.51,2732.26,74686,52367,127053,0,2135,935,4,0,68586,22642,91228,0,2135,935,1,8,2405.15,2136.50,88.83,562.60,388.26,69.01,46.76,65.45,100.00,0.00,0.00,0.00,1436,3018,64132,0,6.49,0,0,0,0,0,0,220760,128131
ASSAM,24,SONITPUR,4851.00,3387.94,1094.71,368.35,3474.00,623.15,260.33,4357.48,3157.40,538.90,260.33,3956.63,120048,93032,213080,42,1951,607,6,0,111209,25976,137185,3,1951,607,3,0,3940.16,3392.02,86.09,547.77,357.87,65.33,33.22,42.80,100.00,42.00,2.00,4.76,4930,6618,99661,0,10.38,219,199,0,0,0,0,346401,156319
ASSAM,25,TINSUKIA,2840.31,1984.83,619.16,236.32,1687.92,444.17,35.92,2168.01,1371.11,440.76,33.93,1845.80,68774,29814,98588,0,870,623,8,0,65809,27869,93678,0,870,574,8,0,2224.30,1551.82,69.77,211.93,156.05,73.63,35.82,34.83,97.24,0.00,0.00,0.00,6778,8976,50055,0,23.94,0,0,0,0,0,0,209603,129451
ASSAM,26,UDALGURI,4038.66,2841.70,903.71,293.25,2400.11,507.45,159.53,3067.09,1811.79,501.71,159.53,2473.03,85751,67169,152920,30,1434,396,7,0,51886,13584,65470,30,1434,326,1,0,3141.65,1935.15,61.60,298.32,279.63,93.73,32.30,23.53,72.85,60.00,59.20,98.67,4772,19762,27351,1,47.28,0,0,0,0,0,0,159630,11248
BIHAR,1,ARARIA,4630.29,3129.75,1116.55,383.99,1562.53,525.93,109.25,2197.71,1182.56,512.83,85.25,1780.63,100000,74194,174194,50,1594,42,10,0,62121,4267,66388,0,1594,37,10,1,2913.50,1087.99,37.34,488.90,481.43,98.47,3.36,2.64,78.57,25.00,0.00,0.00,6998,187,50663,0,11.57,0,0,23,0,0,1,529611,22000
BIHAR,2,ARWAL,2565.43,1738.33,620.08,207.02,904.46,346.60,0.00,1251.06,822.68,301.22,0.00,1123.89,50500,43853,94353,50,848,53,5,0,30655,6618,37273,14,826,35,1,0,1529.16,794.77,51.97,252.10,147.17,58.38,4.24,2.08,49.06,50.00,5.42,10.84,6572,0,24036,0,21.44,13,0,123,47,0,12,109546,51693
BIHAR,3,AURANGABAD,7219.24,4914.68,1790.05,514.51,2431.36,1071.22,68.26,3570.84,2084.77,803.99,68.26,2957.02,123115,90829,213944,50,3060,463,10,0,52214,15879,68093,23,2413,321,0,12,3966.07,2085.62,52.59,1280.70,699.66,54.63,46.19,20.79,45.01,20.00,11.44,57.20,25078,0,27136,0,48.03,5,0,12,2,0,0,351828,43201
BIHAR,4,BANKA,4127.69,2814.26,1004.28,309.15,1432.13,670.14,362.35,2464.62,1156.62,646.68,295.01,2098.31,82439,0,82439,75,2764,386,10,0,52405,20102,72507,53,2813,195,0,11,2003.51,941.69,47.00,814.10,728.29,89.46,30.28,5.26,17.37,55.00,44.60,81.09,12059,1714,38632,36,26.28,2651,385,5385,145,2,94,366656,22999
