State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,Rural_Households,Census_2001_IHHL
MAHARASHTRA,1,AHMEDNAGAR,4545.41,2935.06,1064.81,545.54,2548.59,1615.01,193.90,4357.50,2578.19,1216.77,199.80,3994.76,134247,304214,438461,50,2800,3646,14,0,138481,334900,473381,50,2800,3646,14,0,2492.85,2098.30,84.17,560.00,592.80,100.00,200.05,228.50,100.00,37.50,184.00,100.00,35565,29898,72934,2,47.27,2035,793,8976,3380,180,1973,717718,81766
MAHARASHTRA,2,AKOLA,2959.32,1970.82,712.04,276.46,1026.04,942.72,42.98,2011.74,1010.14,561.71,48.60,1620.45,81443,106045,187488,0,1547,1000,7,0,63134,75065,138199,3,1547,1000,14,5,2010.38,787.02,39.15,309.40,427.87,100.00,50.01,57.74,100.00,0.00,0.00,0.00,25731,9029,23346,290,55.06,1383,401,3512,2188,57,256,247752,49088
MAHARASHTRA,3,AMRAVATI,5987.50,3961.39,1456.74,569.37,2871.04,1334.23,450.35,4655.62,2452.62,1109.09,310.35,3872.06,176172,133894,310066,108,1587,1801,10,0,112164,88101,200265,67,1587,1664,11,2,4512.87,2643.12,58.57,317.40,338.64,100.00,94.20,85.04,90.28,118.80,128.80,100.00,26495,18269,67386,1,39.91,1629,704,4829,1491,37,562,424563,112012
MAHARASHTRA,4,AURANGABAD,4819.50,3194.93,1160.90,463.67,2240.18,1192.08,522.25,3954.51,1908.40,935.90,307.26,3151.56,110190,174106,284296,154,1787,1810,10,0,68452,139930,208382,170,1787,1810,20,0,2950.45,1543.16,52.30,357.40,354.55,99.20,98.11,100.46,100.00,109.34,99.00,90.54,15644,8170,44638,61914,34.79,1452,602,7644,2331,67,225,419120,46060
MAHARASHTRA,5,BEED,4189.63,2776.51,1029.33,383.79,1961.64,1608.03,221.59,3791.26,2124.44,1119.17,197.80,3441.41,90500,385000,475500,53,3154,1614,10,0,62075,122679,184754,143,3154,2108,45,0,2438.12,2009.69,82.43,630.80,568.11,90.06,83.38,155.15,100.00,78.97,155.80,100.00,12672,651,48336,416,21.46,2595,348,7439,2661,243,369,446114,31290
MAHARASHTRA,6,BHANDARA,3128.96,2041.92,731.40,355.64,1566.24,773.80,217.67,2557.71,1449.88,587.56,134.82,2172.25,93065,39555,132620,45,1347,1081,5,2,85853,66868,152721,62,1347,1081,10,2,1912.77,1373.72,71.82,269.40,262.51,97.44,57.00,49.16,86.25,54.00,111.60,100.00,16350,5743,63758,2,25.73,518,242,2492,794,10,335,223299,58799
MAHARASHTRA,7,BULDHANA,5227.70,3487.91,1268.57,471.22,2544.43,1032.27,218.01,3794.71,2181.76,861.05,200.58,3243.40,117275,208512,325787,70,2730,1833,28,0,78543,83744,162287,70,2730,2310,25,5,3212.33,1924.82,59.92,546.00,536.99,98.35,101.50,101.37,99.87,28.00,27.89,99.61,16464,2293,50462,100,23.88,1019,214,4900,1389,68,325,445247,59604
MAHARASHTRA,8,CHANDRAPUR,4881.19,3124.09,1208.52,548.58,2483.07,1900.00,2389.80,6772.87,2295.02,970.74,2399.19,5664.95,143479,148429,291908,66,2022,1833,25,0,122986,117587,240573,55,2022,1833,22,0,3335.48,4681.66,100.00,404.40,395.86,97.89,91.66,88.96,97.05,132.00,117.20,88.79,18861,24542,46817,0,35.29,1924,3098,4609,2011,81,723,352643,63537
MAHARASHTRA,9,DHULE,3871.14,2566.57,909.77,394.80,1744.71,674.27,108.65,2527.63,1082.11,514.94,109.44,1706.49,106598,77574,184172,142,1473,1489,10,0,90501,79203,169704,142,1473,1793,96,4,2459.71,703.96,28.62,294.60,291.40,98.91,74.46,95.61,100.00,162.93,170.13,100.00,1652,8804,20245,0,11.55,126,2417,1953,957,3,414,298915,31963
MAHARASHTRA,10,GADCHIROLI,2352.55,1536.96,530.74,284.85,1500.16,1013.05,38.07,2551.28,1706.30,577.40,13.77,2297.47,75900,53113,129013,54,1278,1321,9,3,80207,45555,125762,56,1278,1321,24,0,1381.10,1518.33,100.00,255.60,254.50,99.57,66.06,65.78,99.58,46.00,99.60,100.00,12034,28832,39341,0,50.95,405,1419,997,337,30,232,218935,30696
MAHARASHTRA,11,GONDIA,3646.28,2349.39,833.34,463.55,1877.89,1287.12,75.01,3240.02,2151.01,789.21,61.52,3001.73,120714,59502,180216,175,1731,1298,6,2,119130,64289,183419,69,1731,1298,20,0,2060.54,1822.42,88.44,349.66,332.05,94.96,64.90,61.99,95.52,230.00,171.41,74.53,23990,19615,66296,0,36.60,516,875,2859,839,33,400,241802,45747
MAHARASHTRA,12,HINGOLI,2699.49,1788.09,660.17,251.23,1526.95,804.28,183.44,2514.67,1597.18,600.85,156.80,2354.83,52157,146643,198800,200,1797,910,9,1,51060,116382,167442,200,1797,910,9,1,1161.35,1034.20,89.05,375.30,359.46,95.78,45.50,44.46,97.71,350.00,301.28,86.08,11913,5526,18591,0,34.15,1021,365,3056,854,24,227,195143,14517
MAHARASHTRA,13,JALGAON,9719.11,6355.42,2441.97,921.72,4337.86,1465.25,489.41,6292.52,4038.21,1467.02,490.43,5995.67,214260,304787,519047,725,3627,2618,15,0,141356,182978,324334,725,3627,2802,15,0,5667.10,2835.48,50.03,752.70,733.80,97.49,130.90,140.10,100.00,1420.00,1378.30,97.06,34323,32800,74233,0,47.49,1894,2649,4991,2980,379,1352,618314,89881
MAHARASHTRA,14,JALNA,3125.27,2048.28,744.16,332.83,1625.24,849.19,325.99,2800.42,1588.34,608.92,325.99,2523.25,85470,139011,224481,124,2200,1550,8,0,87851,138092,225943,75,2200,1550,8,0,1802.37,1333.69,74.00,440.00,466.44,100.00,85.94,76.10,88.55,92.29,106.81,100.00,18343,7530,59597,15,29.45,23712,4098,50449,19358,1575,8195,318563,25387
MAHARASHTRA,15,KOLHAPUR,3203.50,2132.63,770.31,300.56,1840.24,741.92,244.18,2826.34,1724.08,742.57,244.46,2711.12,75993,322439,398432,985,2210,3167,10,0,62631,331826,394457,985,2510,3964,25,0,1354.27,1016.76,75.08,442.00,442.00,100,158.36,223.20,100.00,359.16,327.62,91.22,25344,196,36963,0,40.78,924,5,5645,1131,27,765,556628,142832
MAHARASHTRA,16,LATUR,3531.81,2362.48,875.69,293.64,1929.45,676.56,55.86,2661.87,1953.95,529.99,64.64,2548.58,74260,200093,274353,115,2556,1017,8,2,53995,109966,163961,58,2556,1181,14,0,1889.30,1267.64,67.10,567.30,513.44,90.51,60.59,70.23,100.00,230.00,127.20,55.30,15823,3036,31549,35,34.93,2927,515,9473,3084,125,1044,359858,39969
MAHARASHTRA,17,NAGPUR,3912.10,2591.91,970.29,349.90,1919.07,1461.47,242.68,3623.22,1748.62,1091.77,242.98,3083.37,67367,182311,249678,300,2219,1775,10,0,66211,153553,219764,212,2219,1649,67,13,1646.27,1697.46,100.00,541.30,541.30,100,101.78,91.65,90.05,600.00,378.01,63.00,13621,17892,27584,0,47.59,3,9,19,17,0,12,324568,78345
MAHARASHTRA,18,NANDED,4799.86,3202.91,1192.22,404.73,2419.23,1080.43,349.11,3848.77,2567.04,1081.98,312.89,3961.92,101990,189813,291803,69,4432,2695,10,0,62794,112658,175452,19,4432,2695,16,0,2768.58,2262.74,81.73,886.40,785.65,88.63,134.76,134.75,99.99,72.45,31.36,43.29,13060,4352,24138,0,27.73,405,325,1661,372,0,0,487624,52872
MAHARASHTRA,19,NANDURBAR,5686.32,3788.13,1409.23,488.96,2558.15,1259.50,240.13,4057.77,2241.51,1048.75,241.16,3531.42,134118,79135,213253,132,2216,866,6,0,82559,36543,119102,90,2216,1211,6,0,3940.33,2326.29,59.04,518.20,493.42,95.22,46.30,148.79,100.00,232.02,131.36,56.62,6617,60951,14810,181,81.84,6,84,60,6,0,7,270533,32263
MAHARASHTRA,20,NASHIK,6872.10,4519.83,1657.58,694.69,2151.35,803.85,504.50,3459.70,2093.33,796.33,504.94,3394.60,202284,249900,452184,54,2072,3427,12,3,155082,202553,357635,44,2072,2073,31,0,4514.29,2378.11,52.68,414.40,344.68,83.18,212.03,107.24,50.58,51.21,56.75,100.00,17719,87713,45377,0,67.98,431,1540,2915,574,35,310,661977,68092
MAHARASHTRA,21,OSMANABAD,2001.79,1294.66,488.65,218.48,976.58,513.83,242.98,1733.39,973.70,466.18,147.05,1586.94,54312,144344,198656,57,1689,752,3,1,62527,100115,162642,60,1689,981,27,1,1141.98,638.01,55.87,337.80,337.80,100,37.61,55.92,100.00,46.74,105.92,100.00,23789,2564,36174,0,42.15,9209,1128,24594,11438,953,3298,294816,47957
MAHARASHTRA,22,PARBHANI,2189.80,1439.62,537.77,212.41,1030.15,421.91,104.93,1556.99,914.90,369.66,103.90,1388.47,53647,200093,253740,56,1540,863,6,3,50281,75518,125799,32,1540,1263,12,0,1381.85,623.73,45.14,308.00,310.06,100.00,43.16,79.66,100.00,44.80,89.74,100.00,13502,1171,35608,0,29.18,449,40,4479,1230,30,330,256063,25304
MAHARASHTRA,23,PUNE,4835.64,3104.75,1232.22,498.67,2735.30,1473.51,327.01,4535.82,2683.58,1301.71,324.25,4309.54,97302,305917,403219,633,5684,2480,10,0,100917,321497,422414,364,5684,3680,46,1,1715.05,1332.88,77.72,1136.80,1136.80,100,124.00,275.48,100.00,613.00,667.76,100.00,15146,7797,60905,0,22.73,2705,2215,7683,2778,134,1354,744114,105101
MAHARASHTRA,24,RAIGAD,6569.89,4337.97,1662.77,569.15,3412.42,1573.68,3526.42,8512.52,3307.42,1394.90,3525.71,8228.04,124656,183838,308494,500,4915,1931,10,0,102065,201420,303485,603,4915,2131,22,0,2672.46,3201.74,100.00,1338.20,1534.71,100.00,96.56,270.38,100.00,850.50,1712.28,100.00,4790,8037,89238,0,12.57,2600,1822,2748,428,27,314,376520,81431
MAHARASHTRA,25,RATNAGIRI,3019.85,1835.73,734.49,449.63,1733.76,920.74,335.10,2989.60,1650.82,819.92,333.59,2804.34,95726,222099,317825,575,4167,1147,10,0,109154,170160,279314,609,4167,1812,9,0,1102.85,1030.25,93.42,713.15,829.15,100.00,57.36,137.17,100.00,247.49,355.87,100.00,22869,1310,84975,0,22.15,883,123,3963,773,49,2986,333645,76671
MAHARASHTRA,26,SANGLI,4578.41,2954.82,1216.70,406.89,2448.13,1153.94,417.29,4019.36,2323.79,998.28,417.65,3739.72,50210,199976,250186,900,3274,2151,10,0,45159,195320,240479,315,3274,2278,25,2,1250.75,1862.80,100.00,740.60,658.46,88.91,111.49,116.64,100.00,1534.80,472.95,30.82,8098,75,36869,0,18.10,2380,92,6526,90,1465,1950,432579,89748
MAHARASHTRA,27,SATARA,6239.22,4116.67,1581.12,541.43,3461.28,1404.93,249.20,5115.41,3551.48,1342.58,250.30,5144.36,83517,306199,389716,852,4419,3431,10,0,75475,319492,394967,859,4878,3650,49,0,1843.44,1742.57,94.53,883.80,980.73,100.00,171.56,244.70,100.00,1704.00,832.77,48.87,5680,58,69685,0,7.60,2118,21,9131,781,40,1102,518187,89412
MAHARASHTRA,28,SINDHUDURG,2084.95,1346.18,502.92,235.85,1331.64,502.92,342.40,2176.96,1285.00,489.50,342.40,2116.91,43874,73459,117333,460,2292,1050,3,1,48389,80048,128437,460,2292,1105,17,0,591.35,708.95,100.00,458.40,512.00,100.00,52.50,54.72,100.00,413.76,486.71,100.00,3644,181,43938,0,7.90,493,49,1402,461,72,1578,180494,47963
MAHARASHTRA,29,SOLAPUR,6243.25,4067.68,1535.61,639.96,2917.76,1074.55,412.22,4404.53,2563.94,974.09,288.76,3826.78,167757,291036,458793,52,4045,3378,9,1,126878,263200,390078,22,4045,3378,11,0,4137.63,1886.16,45.59,809.00,808.83,99.98,168.92,149.14,88.29,39.00,22.50,57.69,23502,6160,97216,0,23.38,1861,474,4529,1461,151,759,583706,45738
MAHARASHTRA,30,THANE,7933.25,5278.51,1804.93,849.81,4249.19,1860.40,729.14,6838.73,4560.22,1682.32,727.61,6970.15,235922,299502,535424,300,4883,2616,10,3,238291,303990,542281,300,4883,2616,16,3,4466.08,4258.16,95.34,976.60,978.70,100.00,133.08,133.08,100,240.00,225.95,94.15,9164,157982,66828,844,70.14,32,461,382,74,2,42,526397,86671
MAHARASHTRA,31,WARDHA,2270.99,1509.48,521.24,240.27,1427.75,842.86,96.82,2367.43,1481.65,663.35,102.22,2247.22,63339,71069,134408,56,1298,852,6,2,64914,69404,134318,38,1298,852,10,6,1311.05,1375.33,100.00,259.60,259.04,99.78,42.60,42.85,100.00,24.64,29.90,100.00,10282,6415,44572,111,25.72,70,71,361,100,33,29,210284,62711
MAHARASHTRA,32,WASHIM,4337.69,2837.65,1098.04,402.00,1250.89,714.66,76.66,2042.21,1030.29,658.06,68.17,1756.53,107896,97057,204953,50,1526,950,4,2,51430,54293,105723,38,1684,1075,4,0,3222.21,873.22,27.10,305.20,338.19,100.00,52.24,57.54,100.00,40.00,34.34,85.85,43,12,50941,0,0.11,21,5,348,127,0,20,217490,20757
MAHARASHTRA,33,YAVATMAL,7505.57,4912.82,1870.28,722.47,2535.55,1801.18,184.27,4521.00,2740.18,1166.49,184.07,4090.74,187799,206239,394038,98,2935,1724,16,0,93983,129583,223566,76,2935,1946,32,4,5428.60,2212.26,40.75,587.00,619.04,100.00,86.20,119.06,100.00,220.00,214.42,97.46,9016,11847,45303,0,22.20,1677,1984,3056,1451,139,500,513041,67752
MANIPUR,1,BISHNUPUR,669.20,467.84,150.91,50.45,446.46,115.05,19.51,581.02,469.47,115.05,19.51,604.02,12152,4850,17002,24,302,84,2,0,12080,4500,16580,24,302,84,0,3,388.86,455.02,100.00,68.17,57.77,84.74,7.40,4.50,60.81,48.00,62.60,100.00,308,90,11682,0,3.29,20,0,0,0,0,0,28147,20490
MANIPUR,2,CHANDEL,1099.64,770.00,253.21,76.43,657.49,96.00,36.00,789.49,549.36,96.00,36.00,681.36,17610,0,17610,50,434,182,5,0,14685,0,14685,45,434,182,0,0,639.40,458.27,71.67,106.04,76.43,72.08,15.70,8.00,50.96,100.00,64.76,64.76,0,14685,0,0,100.00,0,0,0,0,0,0,25860,11045
MANIPUR,3,CHURACHANDPUR,1986.26,1398.73,457.12,130.41,1201.60,132.00,57.00,1390.60,878.00,132.00,57.00,1067.00,33864,3762,37626,50,676,190,7,0,21249,3762,25011,37,676,190,5,0,1299.01,689.62,53.09,200.50,124.69,62.19,15.26,41.33,100.00,99.79,79.39,79.56,35,21175,24,15,99.82,0,0,0,0,0,0,46647,27188
MANIPUR,4,IMPHAL EAST,1008.50,700.15,243.45,64.90,641.74,186.01,54.65,882.40,640.46,186.68,54.80,881.94,13189,12030,25219,50,804,119,3,0,12573,10773,23346,52,804,119,3,0,455.44,616.12,100.00,257.19,114.72,44.61,11.26,11.71,100.00,98.60,88.35,89.60,36,20,12517,0,0.45,6,15,4910,840,6,142,54014,44111
MANIPUR,5,IMPHAL WEST,942.21,656.51,209.11,76.59,598.93,129.35,43.94,772.22,459.06,140.34,49.78,649.18,20608,4405,25013,45,156,0,5,0,18999,4084,23083,40,156,0,6,0,715.60,487.08,68.07,27.04,35.00,100.00,0.00,0.00,0.00,73.35,62.53,85.25,89,286,18624,0,1.97,0,38,104,392,0,41,41512,32185
MANIPUR,6,SENAPATI,2509.77,1766.20,564.69,178.88,1468.05,190.00,58.30,1716.35,1109.41,172.84,58.30,1340.54,47968,28392,76360,50,490,185,1,0,39510,14642,54152,37,490,185,0,0,1797.66,911.42,50.70,151.66,113.52,74.85,17.26,13.09,75.84,99.79,76.91,77.07,169,39341,0,0,100.00,0,14642,0,0,0,0,32968,31432
MANIPUR,7,TAMENGLONG,883.84,617.51,204.61,61.72,565.04,96.00,42.30,703.34,437.05,96.34,42.52,575.91,13380,1486,14866,50,424,0,4,0,12500,1510,14010,41,424,0,0,0,471.94,355.17,75.26,108.11,70.96,65.64,0.00,0.00,0.00,99.79,93.46,93.66,0,12500,0,0,100.00,0,24,0,0,0,0,21069,7862
MANIPUR,8,THOUBAL,1351.23,954.19,303.18,93.86,872.35,203.88,521.85,1598.08,745.36,202.97,83.70,1032.04,23264,5250,28514,42,395,42,3,0,20107,9092,29199,42,395,42,3,0,849.73,743.24,87.47,141.16,129.35,91.63,2.10,2.10,100,84.00,76.60,91.19,0,87,20020,0,0.43,76,4,2285,1353,52,72,54653,40269
MANIPUR,9,UKHRUL,823.38,577.60,193.22,52.56,493.95,49.13,2.99,546.07,157.48,30.33,2.99,190.80,12852,8192,21044,25,238,399,5,0,1977,8912,10889,2,238,399,0,0,504.13,29.91,5.93,76.83,41.28,53.73,39.92,15.96,39.98,50.00,3.20,6.40,0,1364,0,0,68.99,0,0,0,0,0,0,30882,15080
MEGHALAYA,1,EAST GARO HILLS,1899.42,1355.15,443.55,100.72,2061.67,448.73,15.48,2525.88,1806.98,375.77,15.47,2198.21,31739,6469,38208,10,1311,177,10,0,31261,10003,41264,25,1241,197,6,0,890.01,928.48,100.00,430.73,913.62,100.00,17.22,11.70,67.94,74.77,51.15,68.41,5,31256,0,0,100.00,2,10001,0,0,0,0,49612,27687
MEGHALAYA,2,EAST KHASI HILLS,2784.15,1957.65,651.34,175.16,2854.62,583.62,99.39,3537.63,3092.99,483.31,86.76,3663.06,42284,32778,75062,50,2148,349,4,0,37868,31712,69580,56,2348,421,0,0,1416.21,1671.46,100.00,662.51,1432.65,100.00,31.16,52.67,100.00,93.35,104.79,100.00,0,37868,0,0,100.00,0,31712,0,0,0,0,84694,20772
MEGHALAYA,3,JAINTIA HILLS,1625.05,1141.78,372.82,110.45,1694.87,325.45,37.17,2057.49,1011.75,320.43,37.17,1369.35,31950,6729,38679,50,595,155,5,0,20482,4615,25097,26,503,141,5,0,1148.83,840.07,73.12,173.39,243.97,100.00,15.50,2.19,14.13,100.00,41.56,41.56,0,19852,0,0,96.92,0,0,0,0,0,0,59681,12228
MEGHALAYA,4,RI BHOI,1553.53,1074.04,403.07,76.42,1616.02,361.32,17.81,1995.15,998.83,317.66,15.15,1331.64,16276,21196,37472,50,1946,305,3,0,13867,12982,26849,38,1946,290,0,0,546.61,535.03,97.88,663.00,612.01,92.31,29.92,20.85,69.69,73.50,54.39,74.00,0,4420,0,0,31.87,0,0,0,0,0,0,41925,18085
MEGHALAYA,5,SOUTH GARO HILLS,1237.23,858.26,307.91,71.06,1259.99,282.12,0.00,1542.11,890.20,272.00,0.00,1162.20,12891,5346,18237,30,1074,227,4,0,12863,4138,17001,22,644,157,0,0,530.16,479.52,90.45,392.03,475.45,100.00,22.72,13.02,57.31,60.00,32.58,54.30,0,12863,0,0,100.00,0,4138,0,0,0,0,21836,7482
MEGHALAYA,6,WEST GARO HILLS,2772.29,1669.52,728.49,374.28,2774.80,660.18,0.00,3434.98,2529.53,587.14,0.00,3116.67,44385,11179,55564,50,2244,448,4,0,44385,9400,53785,17,1897,448,1,0,1513.77,1588.15,100.00,717.60,1103.25,100.00,36.10,45.93,100.00,100.00,21.55,21.55,0,44385,0,0,100.00,0,0,0,0,0,0,107941,36004
MEGHALAYA,7,WEST KHASI HILLS,2137.32,1506.47,503.89,126.96,2319.51,473.33,2114.29,4907.13,2067.41,449.68,21.27,2538.36,36808,1803,38611,50,1013,190,6,0,26914,1806,28720,33,2683,244,0,0,1384.22,829.88,59.95,370.21,1419.22,100.00,17.30,26.75,100.00,93.36,62.34,66.77,0,26914,0,0,100.00,0,0,0,0,0,0,56508,9941
MIZORAM,1,AIZAWL,1088.11,751.95,265.15,71.01,679.87,247.74,67.82,995.43,549.84,164.24,67.82,781.90,16525,3497,20022,60,1025,454,5,0,11798,3300,15098,60,674,441,0,0,472.46,334.18,70.73,164.14,129.92,79.15,22.92,31.32,100.00,126.80,119.09,93.92,0,11798,0,0,100.00,0,0,0,0,0,0,17157,12985
MIZORAM,2,CHAMPHAI,1010.51,695.73,252.24,62.54,680.64,192.09,52.56,925.29,590.18,149.20,52.56,791.95,11077,1949,13026,54,1097,282,3,0,11077,1949,13026,53,996,282,0,0,323.63,260.67,80.55,289.51,258.72,89.36,19.08,19.06,99.90,104.01,100.51,96.63,0,11077,0,0,100.00,0,0,0,0,0,0,15604,10398
MIZORAM,3,KOLASIB,489.29,336.08,115.08,38.13,398.32,88.19,38.13,524.64,267.82,74.61,33.79,376.22,8833,720,9553,20,360,97,3,0,8833,720,9553,21,351,105,0,0,214.25,148.18,69.16,93.83,87.48,93.23,6.16,6.97,100.00,40.00,40.70,100.00,0,8833,0,0,100.00,0,0,0,0,0,0,7664,4897
MIZORAM,4,LAWNGTLAI,1079.08,736.95,258.51,83.62,667.01,171.40,62.05,900.46,603.08,152.57,62.05,817.70,16544,2773,19317,149,908,141,2,0,16544,2773,19317,149,738,141,0,0,375.97,295.54,78.61,276.32,211.05,76.38,9.42,12.83,100.00,118.00,109.19,92.53,0,16544,0,0,100.00,0,0,0,0,0,0,19039,8901
MIZORAM,5,LUNGLEI,1222.06,836.68,292.49,92.89,744.75,197.52,89.46,1031.73,624.15,189.28,89.46,902.89,19280,4665,23945,150,1287,218,3,0,18594,4665,23259,161,679,128,0,0,360.21,357.55,99.26,379.31,145.50,38.36,16.98,8.65,50.94,120.00,142.83,100.00,0,18594,0,0,100.00,0,0,0,0,0,0,18748,10125
MIZORAM,6,MAMIT,654.30,448.63,166.18,39.49,427.82,112.08,30.53,570.43,284.36,63.95,30.53,378.84,5459,2000,7459,50,734,222,0,0,5459,2000,7459,46,354,229,0,0,124.64,96.08,77.09,217.47,71.17,32.73,17.20,18.30,100.00,100.00,81.66,81.66,0,5459,0,0,100.00,0,0,0,0,0,0,14048,6105
MIZORAM,7,SAIHA,391.32,275.29,87.52,28.51,317.01,60.68,18.18,395.87,204.95,46.56,18.18,269.69,7238,567,7805,0,214,99,2,0,7238,567,7805,0,169,10,0,0,209.62,151.80,72.42,51.13,35.80,70.02,9.90,1.00,10.10,0.00,0.00,0.00,0,7238,0,0,100.00,0,0,0,0,0,0,6305,5565
MIZORAM,8,SERCHHIP,367.47,250.27,84.33,32.87,291.42,64.08,28.35,383.85,179.85,50.24,28.35,258.44,4947,2804,7751,77,280,117,2,0,4947,2804,7751,77,80,117,0,0,88.02,86.21,97.94,93.00,16.00,17.20,7.12,7.10,99.72,62.21,60.16,96.70,0,4947,0,0,100.00,0,0,0,0,0,0,6309,4309
NAGALAND,1,DIMAPUR,1254.41,884.82,277.99,91.60,862.44,179.22,9.73,1051.39,890.91,178.37,9.73,1079.02,28927,3331,32258,0,450,215,3,0,23336,3131,26467,10,388,215,1,0,916.31,725.27,79.15,151.74,96.07,63.31,14.01,16.06,100.00,0.00,14.58,0.00,0,23336,0,0,100.00,0,0,0,0,0,0,36034,29324
NAGALAND,2,KIPHIRE,868.68,607.44,206.49,54.75,553.82,0.00,0.00,553.82,550.22,0.00,0.00,550.22,14316,78,14394,10,194,77,4,0,6885,78,6963,2,120,77,0,0,572.64,351.14,61.32,74.69,46.20,61.86,7.72,7.70,99.74,12.57,4.00,31.82,0,6885,0,0,100.00,0,0,0,0,0,0,13400,2163
NAGALAND,3,KOHIMA,713.90,511.98,135.81,66.11,506.55,138.23,36.44,681.22,513.72,138.22,36.44,688.37,25610,13063,38673,189,365,184,3,0,24650,10776,35426,180,317,184,2,0,463.69,431.08,92.97,77.28,75.53,97.74,13.16,11.95,90.81,37.65,37.42,99.39,0,24650,0,0,100.00,0,0,0,0,0,0,26421,20299
NAGALAND,4,LONGLENG,363.97,254.21,85.54,24.22,232.30,0.00,0.00,232.30,195.11,0.00,0.00,195.11,6438,0,6438,8,26,40,2,0,2222,0,2222,2,26,40,0,0,257.52,113.32,44.00,10.01,10.01,100,4.00,4.00,100,7.50,4.00,53.33,0,2222,0,0,100.00,0,0,0,0,0,0,9896,5449
NAGALAND,5,MOKOKCHUNG,516.60,362.24,120.69,33.67,355.89,87.39,15.52,458.80,342.48,86.79,15.04,444.32,11000,2312,13312,10,430,110,2,0,11022,2312,13334,5,301,135,0,0,286.12,250.79,87.65,125.02,69.82,55.85,5.50,7.70,100.00,7.48,12.00,100.00,0,11022,0,0,100.00,0,0,0,0,0,0,30016,30035
NAGALAND,6,MON,967.54,681.75,214.63,71.16,653.49,95.75,16.40,765.64,659.80,92.09,16.40,768.28,20631,7839,28470,17,368,99,2,0,15056,6832,21888,10,292,96,2,0,691.23,499.88,72.32,110.60,74.24,67.12,7.56,6.15,81.35,12.63,12.28,97.23,0,15056,0,0,100.00,0,1103,0,0,0,0,35804,25306
NAGALAND,7,PEREN,395.83,278.51,86.14,31.18,275.18,68.13,13.83,357.14,269.97,68.13,13.83,351.94,9018,2325,11343,6,95,148,3,0,7093,2002,9095,3,188,144,1,0,282.52,197.18,69.79,21.03,43.46,100.00,11.90,9.40,78.99,7.47,6.00,80.32,0,7093,0,0,100.00,0,576,0,0,0,0,15850,1056
NAGALAND,8,PHEK,732.00,511.32,155.91,64.77,505.50,149.45,32.06,687.01,502.70,149.45,30.28,682.43,18742,1160,19902,11,155,89,2,0,16950,1086,18036,9,304,79,2,0,549.27,449.06,81.76,35.63,67.84,100.00,5.76,4.75,82.47,13.71,12.13,88.48,0,16950,0,0,100.00,0,482,0,0,0,0,32889,12863
NAGALAND,9,TUENSANG,578.09,403.52,129.39,45.18,393.34,120.56,14.11,528.01,362.63,119.41,12.84,494.88,13027,0,13027,5,214,81,3,0,10764,0,10764,5,220,81,1,0,420.85,313.83,74.57,54.27,56.02,100.00,7.51,7.50,99.87,6.85,11.73,100.00,0,10764,0,0,100.00,0,0,0,0,0,0,32185,28042
NAGALAND,10,WOKHA,513.83,370.71,106.68,36.44,355.27,60.05,10.46,425.78,388.47,60.02,10.46,458.95,11813,1146,12959,7,134,196,3,0,8331,1038,9369,5,134,89,1,0,367.82,248.24,67.49,49.00,62.91,100.00,19.40,10.20,52.58,8.72,11.75,100.00,0,8331,0,0,100.00,0,460,0,0,0,0,27028,10221
NAGALAND,11,ZUNHEBOTO,1052.73,740.54,240.48,71.71,725.30,134.17,27.22,886.69,752.91,134.16,27.22,914.29,20570,0,20570,12,541,63,2,0,16642,0,16642,1,541,148,1,0,713.13,604.70,84.80,173.34,99.00,57.11,3.16,9.75,100.00,10.80,2.00,18.52,0,16642,0,0,100.00,0,0,0,0,0,0,25388,11620
ODISHA,1,ANGUL,4152.45,2794.83,1007.11,350.51,1615.06,581.98,117.79,2314.83,919.76,350.96,117.79,1388.52,109581,77228,186809,24,2040,795,10,0,62080,37232,99312,4,2044,795,32,32,2857.98,767.63,26.86,408.16,396.23,97.08,39.97,34.12,85.36,48.00,0.00,0.00,0,0,0,0,0.00,20,1,292,16,2,25,,
